fiscal_year,ministry,department,state,district,scheme,allocated_budget,released_budget,spent_budget,quarter,month,vendor_name,project_cost,invoice_amount,utilization_pct,anomaly_type
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Punjab,Jalandhar,RKVY,239707120.69,232005795.41,184930040.09,Q3,12,Fortis Healthcare,217954812.65,218255652.73,77.15,normal
2020-21,Rural Development,Directorate of Rural Development,Odisha,Baripada,PMAY-G,149951081.43,149419063.88,135109925.39,Q3,12,Ganesh Construction Pvt Ltd,80680876.81,200460054.36,90.1,inflated
2019-20,Women & Child Development,Directorate of Women,Tamil Nadu,Salem,Mission Shakti,409370352.61,393373455.62,317881364.4,Q4,2,Laxmi Infra Works,241963563.74,462305556.3,77.65,inflated
2020-21,Women & Child Development,Directorate of Women,Telangana,Khammam,PM Matru Vandana Yojana,136295228.28,105772458.54,72449110.55,Q2,9,RITES Ltd,115645357.36,115700299.86,53.16,normal
2019-20,Social Justice,Directorate of Social Justice,Bihar,Muzaffarpur,PM SVANidhi,358961670.07,328742301.05,214227571.08,Q4,2,Afcons Infrastructure,316382171.73,329118077.46,59.68,normal
2021-22,Women & Child Development,Directorate of Women,Gujarat,Rajkot,Mission Shakti,30522130.53,24286142.42,1388080.1,Q3,12,Shapoorji Pallonji,25943810.95,1407410.62,4.55,low_utilization
2022-23,Education,Directorate of Education,West Bengal,Asansol,Samagra Shiksha,468367763.64,461439639.38,426992539.78,Q4,1,M/s Shiv Enterprises,215298563.94,569227044.67,91.17,inflated
2023-24,Water Resources,Directorate of Water Resources,Madhya Pradesh,Satna,Dam Rehabilitation,425678809.55,320956370.1,220191143.13,Q4,1,Afcons Infrastructure,402787440.66,401676875.45,51.73,normal
2023-24,Education,Directorate of Education,Uttar Pradesh,Meerut,Eklavya Model School,305866295.33,278590226.84,360405612.7,Q2,7,Apollo Hospitals,290572980.56,363531690.61,117.83,overspent
2021-22,Health & Family Welfare,Directorate of Health,Rajasthan,Udaipur,Janani Suraksha Yojana,131131853.26,119467919.15,114126645.07,Q2,7,BHEL,120181314.17,118490555.63,87.03,normal
2019-20,Rural Development,Directorate of Rural Development,Telangana,Ramagundam,PMAY-G,154096364.66,129549697.04,121315243.44,Q1,5,BHEL,144551339.27,143945191.96,78.73,normal
2020-21,Rural Development,Directorate of Rural Development,Tamil Nadu,Tiruchirappalli,PMAY-G,228034357.71,199467346.34,177603360.57,Q4,1,Shapoorji Pallonji,125754131.11,367553292.68,77.88,inflated
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Gaya,AMRUT,458705108.68,427539185.97,401426892.98,Q3,10,PNC Infratech,419504323.69,386983449.61,87.51,normal
2020-21,Water Resources,Directorate of Water Resources,Karnataka,Tumkur,Jal Jeevan Mission,449545786.51,321685086.34,222677554.55,Q4,1,Everonn Education,400706995.22,364106625.5,49.53,normal
2022-23,Women & Child Development,Directorate of Women,Telangana,Khammam,POSHAN 2.0,373156436.93,265941556.65,202181865.61,Q3,10,Hindustan Construction Co,338912878.54,308084802.1,54.18,normal
2022-23,Health & Family Welfare,Directorate of Health,Gujarat,Ahmedabad,Poshan Abhiyaan,383148013.78,356012001.54,296939780.2,Q2,7,Tata Projects Ltd,187630427.81,578644941.92,77.5,inflated
2020-21,Power & Energy,Directorate of Power,West Bengal,Howrah,RDSS,90058340.87,76376309.48,67433759.12,Q3,10,Techno Electric,87083202.55,88252461.07,74.88,normal
2022-23,Rural Development,Directorate of Rural Development,Gujarat,Jamnagar,Shyama Prasad Mukherji Rurban Mission,230852014.0,173779515.49,161626525.88,Q2,7,Kalpataru Power,186169097.61,185988448.96,70.01,normal
2019-20,Urban Development,Directorate of Urban Development,Uttar Pradesh,Varanasi,AMRUT 2.0,17754561.6,15924424.14,10598921.25,Q1,6,Shapoorji Pallonji,15632058.27,14618333.23,59.7,normal
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Uttar Pradesh,Agra,AMRUT,288479057.45,264336446.92,241043752.7,Q2,9,RITES Ltd,248193789.92,228707863.44,83.56,normal
2021-22,Social Justice,Directorate of Social Justice,Bihar,Arrah,Ambedkar Social Innovation,474311607.26,442208078.99,378750461.01,Q1,6,Ganesh Construction Pvt Ltd,432178570.36,412595872.04,79.85,repeat_vendor
2021-22,Water Resources,Directorate of Water Resources,Telangana,Mahbubnagar,Dam Rehabilitation,75459586.3,68761529.86,55114155.53,Q4,2,Techno Electric,64906358.19,65304657.33,73.04,normal
2023-24,Women & Child Development,Directorate of Women,Uttar Pradesh,Gorakhpur,PM Matru Vandana Yojana,122186399.53,107655704.35,101746736.1,Q2,8,Narayana Health,100008688.19,100877534.36,83.27,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Uttar Pradesh,Allahabad,Smart Cities Mission,94893483.67,77555644.44,8485834.3,Q1,4,Nuziveedu Seeds,80659461.12,8185624.46,8.94,low_utilization
2020-21,Water Resources,Directorate of Water Resources,Madhya Pradesh,Bhopal,Atal Bhujal Yojana,499786431.5,383799040.64,323699369.68,Q1,6,GR Infraprojects,439475409.55,411304879.28,64.77,normal
2023-24,Water Resources,Directorate of Water Resources,Madhya Pradesh,Rewa,National River Conservation Plan,131519252.07,110375906.99,75227210.9,Q3,11,Nuziveedu Seeds,125249176.14,118740601.79,57.2,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Tamil Nadu,Erode,Smart Cities Mission,73815433.84,70990687.71,59300348.48,Q2,9,Everonn Education,63410296.43,58935353.65,80.34,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Siliguri,Smart Cities Mission,381916952.21,344716799.32,305650082.03,Q3,11,Kaveri Seeds,318383818.03,324511537.15,80.03,normal
2023-24,Education,Directorate of Education,Rajasthan,Sikar,PM POSHAN,17878054.83,16788166.1,14556244.65,Q1,6,M/s Shiv Enterprises,15776998.02,16317430.75,81.42,repeat_vendor
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Maharashtra,Nagpur,PMGSY,31164609.34,30855629.63,41256502.56,Q4,2,Mahindra Agri,29606378.87,41321406.33,132.38,overspent
2019-20,Social Justice,Directorate of Social Justice,Karnataka,Ballari,PM SVANidhi,488762194.77,453416878.58,392518704.58,Q3,12,HG Infra Engineering,401470872.73,367123868.69,80.31,normal
2023-24,Education,Directorate of Education,Bihar,Muzaffarpur,NIPUN Bharat,134395043.6,108114689.99,84321757.31,Q3,11,RITES Ltd,134132517.17,125263485.73,62.74,normal
2022-23,Health & Family Welfare,Directorate of Health,Telangana,Hyderabad,Ayushman Bharat,276798018.33,194491033.77,137085593.94,Q4,2,Mahindra Agri,268235537.06,267360039.41,49.53,normal
2019-20,Water Resources,Directorate of Water Resources,Odisha,Cuttack,Dam Rehabilitation,450735206.55,347081994.8,21996393.76,Q2,7,Hindustan Construction Co,383124925.57,21950421.56,4.88,low_utilization
2021-22,Rural Development,Directorate of Rural Development,Karnataka,Bengaluru,PMAY-G,293931015.94,239205005.32,20028004.37,Q1,4,Hindustan Construction Co,249841363.55,19446178.47,6.81,low_utilization
2021-22,Urban Development,Directorate of Urban Development,Bihar,Arrah,HRIDAY,70835346.52,66927552.7,56899032.52,Q4,3,Larsen & Toubro Ltd,29094859.68,70174577.36,80.33,inflated
2019-20,Health & Family Welfare,Directorate of Health,Tamil Nadu,Vellore,Poshan Abhiyaan,245811124.6,236843933.94,186678338.33,Q3,11,Educomp Solutions,200861813.17,199414078.26,75.94,normal
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Amritsar,PMGSY,356126900.23,342219536.99,407766536.03,Q2,8,KEC International,338320555.22,411498432.85,114.5,overspent
2019-20,Rural Development,Directorate of Rural Development,Gujarat,Bhavnagar,PMGSY,94508499.98,80835690.68,63098249.41,Q2,7,Tata Projects Ltd,77300748.45,75996914.47,66.76,normal
2019-20,Urban Development,Directorate of Urban Development,Odisha,Puri,SBM Urban,194511980.13,185237277.9,174061250.48,Q3,11,RITES Ltd,177860215.29,164598502.05,89.49,normal
2021-22,Power & Energy,Directorate of Power,Rajasthan,Udaipur,National Solar Mission,73821475.5,57379168.36,42800310.65,Q3,11,Hindustan Construction Co,64388935.17,67069661.88,57.98,normal
2019-20,Women & Child Development,Directorate of Women,Odisha,Berhampur,PM Matru Vandana Yojana,4376917.34,4095270.36,3159766.4,Q2,8,Fortis Healthcare,3886897.74,3749272.15,72.19,normal
2023-24,Urban Development,Directorate of Urban Development,Rajasthan,Bikaner,Housing for All,157777457.32,156790566.32,126732188.89,Q2,8,Shapoorji Pallonji,93649222.71,271092409.53,80.32,inflated
2021-22,Water Resources,Directorate of Water Resources,West Bengal,Durgapur,National River Conservation Plan,100700224.31,84183921.58,76062158.33,Q1,6,M/s Shiv Enterprises,59473645.35,145488660.54,75.53,inflated
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Gandhinagar,PMGSY,317034683.79,280393600.32,246431106.4,Q4,1,Educomp Solutions,258317649.71,270873202.88,77.73,normal
2023-24,Women & Child Development,Directorate of Women,Odisha,Balasore,One Stop Centre,19345816.87,18191391.18,16598905.79,Q4,3,Hindustan Construction Co,10207550.85,19588031.91,85.8,inflated
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Telangana,Ramagundam,Bharatmala,491820494.77,447528450.2,627466964.35,Q1,6,Pearson India,467229470.03,634114634.97,127.58,overspent
2023-24,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Jabalpur,PMJAY,187685664.33,167091955.51,145527057.34,Q2,8,NCC Limited,163097618.13,147388772.85,77.54,normal
2019-20,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Rewa,Ayushman Bharat,156633281.6,118715943.4,95511288.18,Q2,8,Nuziveedu Seeds,128364828.42,129430139.88,60.98,normal
2019-20,Women & Child Development,Directorate of Women,Tamil Nadu,Coimbatore,Mission Shakti,424740824.02,404171008.15,466920233.07,Q1,4,RITES Ltd,403503782.82,491013032.36,109.93,overspent
2022-23,Social Justice,Directorate of Social Justice,Rajasthan,Ajmer,Venture Capital Fund SCs,399080138.36,350375615.6,497729704.92,Q4,1,NIIT Technologies,379126131.44,499182691.13,124.72,overspent
2022-23,Urban Development,Directorate of Urban Development,Bihar,Begusarai,HRIDAY,352663072.36,321153028.42,291861795.13,Q4,1,Hindustan Construction Co,322852315.1,329285261.62,82.76,normal
2020-21,Social Justice,Directorate of Social Justice,Rajasthan,Ajmer,Ambedkar Social Innovation,131914344.33,112858394.41,97033068.29,Q4,1,Laxmi Infra Works,115784894.12,114540716.03,73.56,repeat_vendor
2023-24,Health & Family Welfare,Directorate of Health,Tamil Nadu,Erode,Janani Suraksha Yojana,353288192.11,308086969.1,208612042.6,Q2,9,Dilip Buildcon Ltd,304759518.81,285189663.33,59.05,normal
2023-24,Health & Family Welfare,Directorate of Health,Rajasthan,Ajmer,National Health Mission,298616482.9,244402916.94,196923854.51,Q4,2,HG Infra Engineering,272034394.66,264810876.02,65.95,normal
2023-24,Education,Directorate of Education,Rajasthan,Ajmer,National Scholarship Portal,475969133.29,359183432.24,277599274.76,Q1,5,Mahindra Agri,419722370.87,408708386.61,58.32,normal
2023-24,Women & Child Development,Directorate of Women,Gujarat,Vadodara,POSHAN 2.0,146752864.87,124817774.78,87850104.09,Q1,4,Kaveri Seeds,134004457.03,136132735.34,59.86,normal
2019-20,Women & Child Development,Directorate of Women,Karnataka,Mysuru,One Stop Centre,411818121.19,383127189.12,254134152.11,Q3,12,Agri Gold Farms,374454132.77,392602561.27,61.71,normal
2019-20,Health & Family Welfare,Directorate of Health,Punjab,Patiala,Poshan Abhiyaan,174939911.43,146567103.57,139017347.21,Q4,2,Balaji Trading Co,147295142.75,150795066.56,79.47,repeat_vendor
2023-24,Water Resources,Directorate of Water Resources,Punjab,Firozpur,Atal Bhujal Yojana,406951402.88,351612063.03,292917531.44,Q2,7,Laxmi Infra Works,369411645.43,362897204.64,71.98,repeat_vendor
2019-20,Rural Development,Directorate of Rural Development,Madhya Pradesh,Ujjain,Shyama Prasad Mukherji Rurban Mission,459465587.2,447248175.81,346786232.25,Q2,8,Sri Ram Suppliers,206729855.0,578006914.53,75.48,inflated
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Telangana,Mahbubnagar,Smart Cities Mission,207698319.59,182237781.79,169780011.77,Q3,12,IRB Infrastructure,182892941.4,185173681.75,81.74,normal
2023-24,Water Resources,Directorate of Water Resources,Gujarat,Anand,PMKSY,47477687.39,44010302.1,39145306.29,Q1,6,Balaji Trading Co,26546464.53,62564766.42,82.45,inflated
2021-22,Power & Energy,Directorate of Power,Bihar,Begusarai,National Solar Mission,274107957.19,257299197.13,232150045.22,Q3,11,NBCC India Ltd,221805030.05,220457992.2,84.69,normal
2022-23,Women & Child Development,Directorate of Women,Uttar Pradesh,Kanpur,Beti Bachao Beti Padhao,495927281.17,485410815.49,456776581.27,Q4,1,BHEL,412510077.13,428972873.49,92.11,normal
2019-20,Rural Development,Directorate of Rural Development,Maharashtra,Solapur,PMGSY,451996334.15,366558015.8,274098506.3,Q3,12,Techno Electric,400399229.67,365836719.35,60.64,normal
2019-20,Health & Family Welfare,Directorate of Health,Uttar Pradesh,Varanasi,Janani Suraksha Yojana,113869239.87,96947478.54,143324836.02,Q2,9,Kalpataru Power,108175777.88,157487550.06,125.87,overspent
2019-20,Power & Energy,Directorate of Power,Punjab,Jalandhar,UDAY Scheme,45576209.42,35122864.0,27813459.61,Q2,8,Sri Ram Suppliers,37710934.23,38742179.26,61.03,repeat_vendor
2023-24,Education,Directorate of Education,Telangana,Nizamabad,Samagra Shiksha,325360086.37,293566213.48,249820623.92,Q1,6,NCC Limited,320147435.47,317717965.25,76.78,normal
2020-21,Women & Child Development,Directorate of Women,Bihar,Gaya,POSHAN 2.0,365274565.3,299608735.76,270589991.32,Q1,6,RITES Ltd,312453500.34,285156721.24,74.08,normal
2021-22,Social Justice,Directorate of Social Justice,Odisha,Sambalpur,PM SVANidhi,303856507.97,246029662.37,210791898.62,Q2,9,RITES Ltd,273160177.26,250463721.36,69.37,normal
2019-20,Women & Child Development,Directorate of Women,Telangana,Warangal,One Stop Centre,66859457.49,57744914.01,45696617.62,Q3,11,Balaji Trading Co,63686654.48,66580913.5,68.35,repeat_vendor
2021-22,Health & Family Welfare,Directorate of Health,Uttar Pradesh,Kanpur,Ayushman Bharat,461367065.18,405816165.9,327614400.55,Q2,7,NBCC India Ltd,255330684.01,611007687.55,71.01,inflated
2019-20,Power & Energy,Directorate of Power,Maharashtra,Nagpur,National Solar Mission,256141044.45,237252389.99,194937205.65,Q3,10,NIIT Technologies,234954961.05,238357959.35,76.11,normal
2019-20,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Rewa,National Health Mission,462389249.42,402945922.05,269010387.86,Q2,7,HG Infra Engineering,380957232.0,383313487.17,58.18,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Sikar,Soil Health Card,186562846.01,160824265.81,22076304.19,Q3,10,Kalpataru Power,158578419.11,22164612.06,11.83,low_utilization
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Tamil Nadu,Vellore,Soil Health Card,356449300.85,257206547.05,204649807.14,Q1,5,Narayana Health,289111687.14,297468161.92,57.41,normal
2019-20,Education,Directorate of Education,Tamil Nadu,Madurai,Eklavya Model School,370649201.27,348570711.59,227941606.49,Q1,4,Shapoorji Pallonji,331491194.68,317385223.74,61.5,normal
2022-23,Education,Directorate of Education,Rajasthan,Jaipur,NIPUN Bharat,124883328.5,107897575.78,98747796.52,Q2,8,Hindustan Construction Co,59264836.35,148331429.45,79.07,inflated
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Kota,RKVY,438618627.85,396820683.22,308597304.0,Q4,1,M/s Shiv Enterprises,399414140.06,379761733.12,70.36,repeat_vendor
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Ujjain,AMRUT,296253776.56,271466730.74,193429594.67,Q4,2,RITES Ltd,245924192.8,255726640.1,65.29,normal
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Purnia,PM-KISAN,188761140.4,130670501.83,6903466.31,Q1,6,RITES Ltd,160446969.34,6761165.91,3.66,low_utilization
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Bikaner,PM-KISAN,207115344.95,174327247.26,154623883.94,Q2,9,Laxmi Infra Works,169651368.85,163433881.15,74.66,repeat_vendor
2020-21,Power & Energy,Directorate of Power,Maharashtra,Mumbai,UDAY Scheme,131234478.52,121290672.81,106036211.01,Q2,8,Apollo Hospitals,113335610.6,106625392.26,80.8,normal
2019-20,Health & Family Welfare,Directorate of Health,Bihar,Bhagalpur,PMJAY,83023115.37,67566163.54,55505323.33,Q2,7,GR Infraprojects,73922405.02,71667918.72,66.86,normal
2023-24,Health & Family Welfare,Directorate of Health,Maharashtra,Nagpur,Poshan Abhiyaan,418126450.74,303367303.28,221285215.86,Q1,4,Max Healthcare,367637218.75,333572907.21,52.92,normal
2022-23,Rural Development,Directorate of Rural Development,Madhya Pradesh,Gwalior,MGNREGS,374291145.16,310426636.7,281633622.79,Q4,3,Dilip Buildcon Ltd,308524691.75,280526192.5,75.24,normal
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Rajasthan,Kota,Smart Cities Mission,293473257.35,239179952.32,227085168.71,Q1,6,Ganesh Construction Pvt Ltd,170360995.92,412410555.39,77.38,inflated
2019-20,Education,Directorate of Education,Maharashtra,Solapur,Samagra Shiksha,84826615.16,78894852.19,61253930.12,Q4,1,Tata Projects Ltd,74354420.69,71677632.01,72.21,normal
2021-22,Water Resources,Directorate of Water Resources,Bihar,Bhagalpur,PMKSY,18290072.42,16220874.77,20823824.48,Q4,1,Everonn Education,17375568.8,22662107.09,113.85,overspent
2022-23,Women & Child Development,Directorate of Women,Uttar Pradesh,Kanpur,Mission Shakti,100529445.53,85969043.29,73734668.14,Q2,8,Laxmi Infra Works,96404646.87,101122725.15,73.35,repeat_vendor
2023-24,Water Resources,Directorate of Water Resources,Gujarat,Anand,PMKSY,135947406.7,117892582.19,77735669.83,Q3,11,Engineers India Ltd,110350990.52,115728361.02,57.18,normal
2019-20,Social Justice,Directorate of Social Justice,Tamil Nadu,Tiruchirappalli,NSFDC Schemes,121335244.78,111816060.37,99053290.71,Q2,9,Techno Electric,111038544.41,116301737.59,81.64,normal
2020-21,Power & Energy,Directorate of Power,Tamil Nadu,Madurai,SAUBHAGYA,349115655.24,281261995.21,250354722.27,Q3,12,Hindustan Construction Co,178999031.68,463312581.7,71.71,inflated
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Gandhinagar,Bharatmala,29027820.42,24760417.27,34641704.99,Q1,4,Fortis Healthcare,27576429.4,37821453.88,119.34,overspent
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Rajasthan,Ajmer,Bharatmala,74708297.47,47999767.3,1811861.36,Q1,4,Narayana Health,63502052.85,1843096.24,2.43,low_utilization
2019-20,Water Resources,Directorate of Water Resources,Punjab,Firozpur,Dam Rehabilitation,161978998.98,153308328.78,128376358.92,Q3,11,Shapoorji Pallonji,85822313.51,175410831.06,79.25,inflated
2023-24,Social Justice,Directorate of Social Justice,Punjab,Mohali,NSFDC Schemes,154104791.42,98350372.81,13435934.85,Q2,8,NIIT Technologies,130989072.71,13564288.17,8.72,low_utilization
